module,file,line_number,line_content
llvm,./llvm-project/llvm/include/llvm/DebugInfo/LogicalView/Readers/LVCodeViewReader.h,175,/// TODO: It can be moved to the COFF library.
llvm,./llvm-project/llvm/include/llvm/DebugInfo/PDB/Native/InputFile.h,164,// TODO: Change these callbacks to be function_refs (de-templatify them).
llvm,./llvm-project/llvm/include/llvm/DebugInfo/PDB/Native/NativeSession.h,36,"// FIXME: Add other PDB search options (_NT_SYMBOL_PATH, symsrv)"
llvm,./llvm-project/llvm/include/llvm/DebugInfo/CodeView/DebugSubsectionRecord.h,73,/// FIXME: Reduce the size of this.
llvm,./llvm-project/llvm/include/llvm/DebugInfo/CodeView/DebugSubsectionRecord.h,82,// FIXME: We need to pass the container type through to this function.  In
llvm,./llvm-project/llvm/include/llvm/DebugInfo/CodeView/CodeView.h,283,/// TODO: Add flag for _Atomic modifier
llvm,./llvm-project/llvm/include/llvm/MC/TargetRegistry.h,681,"// FIXME: Make this a namespace, probably just move all the Register*"
llvm,./llvm-project/llvm/include/llvm/MC/MCLinkerOptimizationHint.h,13,// FIXME: LOH interface supports only MachO format at the moment.
llvm,./llvm-project/llvm/include/llvm/MC/MCSchedule.h,167,/// FIXME: this struct can be extended to provide information about the number
llvm,./llvm-project/llvm/include/llvm/MC/MCSchedule.h,235,/// TODO: One tool currently missing is the ability to add a delay to
llvm,./llvm-project/llvm/include/llvm/MC/DXContainerPSVInfo.h,60,// TODO: Make this interface user-friendly.
llvm,./llvm-project/llvm/include/llvm/MC/MCInstrItineraries.h,225,// FIXME: This assumes one cycle benefit for every pipeline forwarding.
llvm,./llvm-project/llvm/include/llvm/MC/MCSymbol.h,58,/// FIXME: We might be able to simplify this by having the asm streamer create
llvm,./llvm-project/llvm/include/llvm/MC/MCAssembler.h,84,// FIXME: We really would like this in target specific code rather than
llvm,./llvm-project/llvm/include/llvm/MC/MCAssembler.h,125,// FIXME: How are we going to parameterize this? Two obvious options are stay
llvm,./llvm-project/llvm/include/llvm/MC/MCInstrDesc.h,109,// TODO: Deprecated in favor of isLookupRegClassByHwMode
llvm,./llvm-project/llvm/include/llvm/MC/MCInstrDesc.h,212,// FIXME: Disable copies and moves.
llvm,./llvm-project/llvm/include/llvm/MC/MCSectionXCOFF.h,87,// FIXME: use a more meaningful name for non csect sections.
llvm,./llvm-project/llvm/include/llvm/MC/MCStreamer.h,134,// FIXME: declared here because it is used from
llvm,./llvm-project/llvm/include/llvm/MC/MCStreamer.h,481,// FIXME: These emission are non-const because we mutate the symbol to
llvm,./llvm-project/llvm/include/llvm/MC/MCRegisterInfo.h,346,/// FIXME: TableGen these numbers. Currently this requires target specific
llvm,./llvm-project/llvm/include/llvm/MC/MCSectionSPIRV.h,27,// TODO: Add StringRef Name to MCSectionSPIRV.
llvm,./llvm-project/llvm/include/llvm/MC/MCSubtargetInfo.h,129,"/// FIXME: Find a way to stick this in the constructor, since it should only"
llvm,./llvm-project/llvm/include/llvm/MC/MCSubtargetInfo.h,189,// TODO: The number of read advance entries in a class can be significant
llvm,./llvm-project/llvm/include/llvm/MC/MCMachObjectWriter.h,301,"// FIXME: We really need to improve the relocation validation. Basically, we"
llvm,./llvm-project/llvm/include/llvm/MC/MCDwarf.h,613,// FIXME: Update the remaining docs to use the new proposal wording.
llvm,./llvm-project/llvm/include/llvm/MC/MCPseudoProbe.h,50,// TODO: retire the ADDRESS_TYPE encoding for code addresses once compatibility
llvm,./llvm-project/llvm/include/llvm/MC/MCSectionCOFF.h,28,"// FIXME: The following fields should not be mutable, but are for now so the"
llvm,./llvm-project/llvm/include/llvm/MC/MCAsmMacro.h,105,"// FIXME: Don't compute this in advance, it makes every token larger, and is"
llvm,./llvm-project/llvm/include/llvm/MC/MCDisassembler/MCDisassembler.h,176,// TODO:
llvm,./llvm-project/llvm/include/llvm/InterfaceStub/IFSStub.h,91,// TODO: Add support for symbol versioning.
llvm,./llvm-project/llvm/include/llvm/XRay/Graph.h,332,// TODO: implement constructor to enable Graph Initialisation.\
llvm,./llvm-project/llvm/include/llvm/MCA/HardwareUnits/LSUnit.h,202,"// FIXME: In the absence of cache misses (i.e. L1I/L1D/iTLB/dTLB hits/misses),"
llvm,./llvm-project/llvm/include/llvm/MCA/HardwareUnits/LSUnit.h,217,"// FIXME: On some processors, load/store operations are split into multiple"
llvm,./llvm-project/llvm/include/llvm-c/Orc.h,728,// TODO: ImplSymbolMad SrcJDLoc
llvm,./llvm-project/llvm/include/llvm-c/lto.h,593,* FIXME: This doesn't really belong here.
llvm,./llvm-project/llvm/unittests/ADT/SmallVectorTest.cpp,683,"// FIXME: This is inefficient, we shouldn't move things into newly allocated"
llvm,./llvm-project/llvm/unittests/ADT/SmallVectorTest.cpp,749,"// FIXME: This is inefficient, we shouldn't move things into newly allocated"
llvm,./llvm-project/llvm/unittests/ADT/APFloatTest.cpp,5042,// TODO: change the 4th 0x75effffffffffffe to 0x75efffffffffffff when
llvm,./llvm-project/llvm/unittests/ADT/APFloatTest.cpp,5107,"// TODO: change 0xf950000000000000 to 0xf940000000000000, when"
llvm,./llvm-project/llvm/unittests/ADT/APFloatTest.cpp,5114,"// TODO: change 0xf950000000000000 to 0xf940000000000000, when"
llvm,./llvm-project/llvm/unittests/ADT/APFloatTest.cpp,5339,// TODO: Only a sanity check for now. Add more edge cases when the
llvm,./llvm-project/llvm/unittests/ADT/APFloatTest.cpp,5411,// TODO: investigate
llvm,./llvm-project/llvm/unittests/tools/llvm-exegesis/X86/SnippetGeneratorTest.cpp,212,// TODO: check that the two instructions alias each other.
llvm,./llvm-project/llvm/unittests/tools/llvm-exegesis/X86/SnippetFileTest.cpp,56,// FIXME: Refactor these to ../Common/Matchers.h
llvm,./llvm-project/llvm/unittests/Analysis/MemoryProfileInfoTest.cpp,163,// TODO: Use this matcher in existing tests.
llvm,./llvm-project/llvm/unittests/Analysis/MemorySSATest.cpp,558,// XXX: This currently requires either removing the phi or resetting optimized
llvm,./llvm-project/llvm/unittests/Analysis/MemorySSATest.cpp,760,// FIXME: It may be easier/cleaner to just add an 'optimize uses?' flag to MSSA.
llvm,./llvm-project/llvm/unittests/Analysis/CGSCCPassManagerTest.cpp,862,"/// FIXME: Currently this doesn't also depend on a function analysis, and if it"
llvm,./llvm-project/llvm/unittests/Analysis/DXILResourceTest.cpp,76,// TODO: How am I supposed to get this?
llvm,./llvm-project/llvm/unittests/Analysis/IRSimilarityIdentifierTest.cpp,52,// TODO: All these tests could probably become IR LIT tests like
llvm,./llvm-project/llvm/unittests/Analysis/BranchProbabilityInfoTest.cpp,79,// FIXME: This doesn't seem optimal. Since all of the cases handled by the
llvm,./llvm-project/llvm/unittests/Analysis/BranchProbabilityInfoTest.cpp,120,// TODO: Check the probabilities are swapped as well as the edges
llvm,./llvm-project/llvm/unittests/Analysis/ScalarEvolutionTest.cpp,407,// FIXME: The size of this is arbitrary and doesn't seem to change the
llvm,./llvm-project/llvm/unittests/Analysis/ScalarEvolutionTest.cpp,1450,// FIXME: This can only be proved with turned on option
llvm,./llvm-project/llvm/unittests/Analysis/BasicAliasAnalysisTest.cpp,26,// FIXME: This is duplicated between this file and MemorySSATest. Refactor.
llvm,./llvm-project/llvm/unittests/Analysis/MemoryBuiltinsTest.cpp,42,// FIXME: We might be able to treat allocsize functions as general allocation
llvm,./llvm-project/llvm/unittests/Analysis/VectorUtilsTest.cpp,99,// FIXME: Constant splat analysis does not allow undef elements.
llvm,./llvm-project/llvm/unittests/Analysis/VectorUtilsTest.cpp,361,// FIXME: Allow undef matching with Constant (mask) splat analysis.
llvm,./llvm-project/llvm/unittests/Analysis/VectorUtilsTest.cpp,372,// FIXME: Allow undef matching with Constant (mask) splat analysis.
llvm,./llvm-project/llvm/unittests/Analysis/VectorUtilsTest.cpp,566,"// TODO: This is a splat, but we don't recognize it."
llvm,./llvm-project/llvm/unittests/Analysis/ValueLatticeTest.cpp,176,// TODO: These results can be improved.
llvm,./llvm-project/llvm/unittests/Remarks/BitstreamRemarksParsingTest.cpp,349,// FIXME: Add tests for the following error messages:
llvm,./llvm-project/llvm/unittests/Frontend/OpenMPIRBuilderTest.cpp,5769,// TODO: Privatization not implemented yet
llvm,./llvm-project/llvm/unittests/Frontend/OpenMPIRBuilderTest.cpp,7154,// TODO: Check for others flags. Currently testing only for tiedness.
llvm,./llvm-project/llvm/unittests/Frontend/OpenMPContextTest.cpp,317,// TODO: Add scoring tests (via getBestVariantMatchForContext).
llvm,./llvm-project/llvm/unittests/ProfileData/ItaniumManglingCanonicalizerTest.cpp,167,// FIXME: Should a 'std' equivalence also cover the predefined
llvm,./llvm-project/llvm/unittests/ProfileData/ItaniumManglingCanonicalizerTest.cpp,272,"// FIXME: We should consider ways of fixing this, perhaps by eliminating"
llvm,./llvm-project/llvm/unittests/MI/LiveIntervalTest.cpp,339,// TODO: Construct a situation where we have intervals following a hole
llvm,./llvm-project/llvm/unittests/IR/ValueMapTest.cpp,175,// TODO: Implement this when someone needs it.
llvm,./llvm-project/llvm/unittests/IR/ValueMapTest.cpp,195,// FIXME: These tests started failing on Windows.
llvm,./llvm-project/llvm/unittests/IR/LegacyPassManagerTest.cpp,184,// FIXME: PR4112
llvm,./llvm-project/llvm/unittests/IR/ConstantRangeTest.cpp,1071,"// TODO: This should be return [-2, 0]"
llvm,./llvm-project/llvm/unittests/IR/ConstantRangeTest.cpp,1535,"EXPECT_EQ(Full.shl(Some), Full);   // TODO: [0, (-1 << 0xa) + 1)"
llvm,./llvm-project/llvm/unittests/IR/ConstantRangeTest.cpp,1543,"EXPECT_EQ(One.shl(Some), Full);    // TODO: [0xa << 0xa, 0)"
llvm,./llvm-project/llvm/unittests/IR/ConstantRangeTest.cpp,1544,"EXPECT_EQ(One.shl(Wrap), Full);    // TODO: [0xa, 0xa << 14 + 1)"
llvm,./llvm-project/llvm/unittests/IR/ConstantRangeTest.cpp,1545,"EXPECT_EQ(Some.shl(Some), Full);   // TODO: [0xa << 0xa, 0xfc01)"
llvm,./llvm-project/llvm/unittests/IR/ConstantRangeTest.cpp,1546,"EXPECT_EQ(Some.shl(Wrap), Full);   // TODO: [0xa, 0x7ff << 0x5 + 1)"
llvm,./llvm-project/llvm/unittests/IR/ConstantsTest.cpp,258,"// FIXME: getGetElementPtr() actually creates an inbounds ConstantGEP,"
llvm,./llvm-project/llvm/unittests/IR/ConstantsTest.cpp,501,// FIXME: This test should be changed once existing targets have
llvm,./llvm-project/llvm/unittests/IR/InstructionsTest.cpp,1276,// TODO: IdentityWithPadding should be true here even though the high mask values are not undef.
llvm,./llvm-project/llvm/unittests/IR/InstructionsTest.cpp,1650,"callbr void asm sideeffect ""// XXX: ${0:l}"", ""!i""()"
llvm,./llvm-project/llvm/unittests/IR/PassBuilderCallbacksTest.cpp,87,// FIXME: MSVC seems unable to handle a lambda argument to Invoke from within
llvm,./llvm-project/llvm/unittests/Target/SPIRV/SPIRVAPITest.cpp,56,// TODO: Remove toSpirvLegacy() and related tests after existing clients
llvm,./llvm-project/llvm/unittests/Target/SPIRV/SPIRVAPITest.cpp,181,// Legacy API calls. TODO: Remove after transition into a newer API.
llvm,./llvm-project/llvm/unittests/Target/AMDGPU/LiveRegUnits.cpp,24,// FIXME: Consolidate parseMIR and other common helpers (this one is copied from
llvm,./llvm-project/llvm/unittests/Target/ARM/MachineInstrTest.cpp,371,// TODO: Add to this list once we can handle them safely.
llvm,./llvm-project/llvm/unittests/Target/ARM/InstSizes.cpp,18,/// TODO: Some of this might be useful for other architectures as well - extract
llvm,./llvm-project/llvm/unittests/Target/RISCV/RISCVInstrInfoTest.cpp,322,// TODO: Could be a DW_OP_constu if this is recognised as a immediate load
llvm,./llvm-project/llvm/unittests/Target/AArch64/InstSizes.cpp,42,/// TODO: Some of this might be useful for other architectures as well - extract
llvm,./llvm-project/llvm/unittests/TargetParser/RISCVISAInfoTest.cpp,859,"// FIXME: 'l' and 'y' should be ordered after 'i', 'm', 'c'."
llvm,./llvm-project/llvm/unittests/Option/OptionParsingTest.cpp,433,// FIXME: Options with joined values should not have those values considered
llvm,./llvm-project/llvm/unittests/CodeGen/DIEHashTest.cpp,495,// FIXME: This seems to be a bug in the DWARF type hashing specification that
llvm,./llvm-project/llvm/unittests/CodeGen/SelectionDAGTestBase.h,40,"// FIXME: These tests do not depend on AArch64 specifically, but we have to"
llvm,./llvm-project/llvm/unittests/CodeGen/GlobalISel/KnownBitsVectorTest.cpp,972,// TODO: check for vector(splat) shift amount.
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITTest.cpp,27,// FIXME: Ensure creating an execution engine does not crash when constructed
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITTest.cpp,35,"// FIXME: In order to JIT an empty module, there needs to be"
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITTest.cpp,116,// FIXME: This case fails due to a bug with getPointerToGlobal().
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITCAPITest.cpp,408,"// FIXME: Currently, MCJIT relies on a configure-time check to determine which"
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITCAPITest.cpp,417,"// FIXME: Figure out why this fails on mac/arm, PR46647"
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITTestBase.h,124,// FIXME: make this a template function to support any type
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITMultipleModuleTest.cpp,24,// FIXME: ExecutionEngine has no support empty modules
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITMultipleModuleTest.cpp,67,// FIXME: ExecutionEngine has no support empty modules
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITMultipleModuleTest.cpp,190,// TODO:
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITMultipleModuleTest.cpp,347,// FIXME: this test case is not supported by MCJIT
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITMultipleModuleTest.cpp,368,// FIXME: this test case is not supported by MCJIT
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITMultipleModuleTest.cpp,389,// FIXME: this test case is not supported by MCJIT
llvm,./llvm-project/llvm/unittests/ExecutionEngine/MCJIT/MCJITTestAPICommon.h,44,"// FIXME: It isn't at all clear why this is necesasry, but without it we"
llvm,./llvm-project/llvm/unittests/ExecutionEngine/Orc/OrcCAPITest.cpp,164,"// TODO: Print error messages in failure logs, use them to audit this list."
llvm,./llvm-project/llvm/unittests/ExecutionEngine/Orc/OrcCAPITest.cpp,702,// FIXME: Implement async lookup
llvm,./llvm-project/llvm/unittests/SandboxIR/TrackerTest.cpp,229,// TODO: Test multi-instruction patterns.
llvm,./llvm-project/llvm/unittests/SandboxIR/TrackerTest.cpp,281,// TODO: Test multi-instruction patterns.
llvm,./llvm-project/llvm/unittests/SandboxIR/TrackerTest.cpp,338,// TODO: Test multi-instruction patterns.
llvm,./llvm-project/llvm/unittests/SandboxIR/TrackerTest.cpp,453,// TODO: Test multi-instruction patterns.
llvm,./llvm-project/llvm/unittests/SandboxIR/TrackerTest.cpp,516,// TODO: Test multi-instruction patterns.
llvm,./llvm-project/llvm/unittests/SandboxIR/RegionTest.cpp,198,"// TODO: Replace this with a lit test, which is more suitable for this kind"
llvm,./llvm-project/llvm/unittests/SandboxIR/SandboxIRTest.cpp,2498,// TODO: Refactor this once sandboxir::ConstantVector lands.
llvm,./llvm-project/llvm/unittests/SandboxIR/SandboxIRTest.cpp,2985,// TODO: Remove them once sandboxir::ConstantStruct gets added.
llvm,./llvm-project/llvm/unittests/SandboxIR/SandboxIRTest.cpp,6082,// TODO: Improve this test when sandboxir::VectorType is more completely
llvm,./llvm-project/llvm/unittests/Transforms/Scalar/LoopPassManagerTest.cpp,84,// FIXME: MSVC seems unable to handle a lambda argument to Invoke from within
llvm,./llvm-project/llvm/unittests/Transforms/Vectorize/VPlanTest.cpp,1686,// TODO: check other VPSingleDefRecipes.
llvm,./llvm-project/llvm/unittests/Transforms/Vectorize/SandboxVectorizer/SeedCollectorTest.cpp,25,// TODO: gcc-10 has a bug that causes the below line not to compile due to some
llvm,./llvm-project/llvm/unittests/Transforms/Vectorize/SandboxVectorizer/SeedCollectorTest.cpp,381,// TODO: Range_size counts fully used-bundles even though the iterator skips
llvm,./llvm-project/llvm/unittests/Transforms/Vectorize/SandboxVectorizer/SchedulerTest.cpp,582,// TODO: Should duplicates be allowed?
llvm,./llvm-project/llvm/unittests/Support/ScaledNumberTest.cpp,166,// TODO: require less knowledge about the implementation in the test.
llvm,./llvm-project/llvm/unittests/Support/formatted_raw_ostream_test.cpp,60,// FIXME: If the column number is already a multiple of 8 this will do
llvm,./llvm-project/llvm/unittests/Support/NativeFormatTests.cpp,138,// TODO: The prefix should not be counted in the precision.  But unfortunately
llvm,./llvm-project/llvm/unittests/Support/SuffixTreeTest.cpp,41,"// FIXME: Right now, the longest repeated substring from a specific index is"
llvm,./llvm-project/llvm/unittests/Support/SuffixTreeTest.cpp,80,"// FIXME: Add support for detecting {1, 1} and {1, 1, 1}"
llvm,./llvm-project/llvm/unittests/Support/SuffixTreeTest.cpp,137,// FIXME: Teach the SuffixTree to recognize these cases.
llvm,./llvm-project/llvm/unittests/Support/SuffixTreeTest.cpp,178,"// FIXME: {1, 2} has indices 6 and 10 missing as it is a substring of {1, 2, 3}"
llvm,./llvm-project/llvm/unittests/Support/TimerTest.cpp,22,"// FIXME: Put this somewhere in Support, it's also used in LockFileManager."
llvm,./llvm-project/llvm/unittests/Support/ErrorOrTest.cpp,23,// FIXME: This is probably a bug in gtest. EXPECT_TRUE should expand to
llvm,./llvm-project/llvm/unittests/Support/Path.cpp,715,// FIXME: Our implementation of getUniqueID on Windows doesn't consider hard
llvm,./llvm-project/llvm/unittests/Support/Path.cpp,916,// FIXME: Our implementation of equivalent() on Windows doesn't consider hard
llvm,./llvm-project/llvm/unittests/Support/Path.cpp,1108,// FIXME: recursive_directory_iterator should be more robust.
llvm,./llvm-project/llvm/unittests/Support/Path.cpp,1653,// FIXME: Leaving behind this double leading slash seems like a bug.
llvm,./llvm-project/llvm/unittests/Support/CrashRecoveryTest.cpp,105,"// FIXME: Handle ""Depth"" parameter in PrintStackTrace() function"
llvm,./llvm-project/llvm/unittests/Support/ThreadPool.cpp,366,// FIXME: Skip some tests below on non-Windows because multi-socket systems
llvm,./llvm-project/llvm/unittests/Support/raw_ostream_test.cpp,39,// FIXME: This is relying on internal knowledge of how raw_ostream works to
llvm,./llvm-project/llvm/unittests/Support/DynamicLibrary/DynamicLibraryTest.cpp,18,// FIXME: Missing globals/DSO https://github.com/llvm/llvm-project/issues/57206.
llvm,./llvm-project/llvm/unittests/DebugInfo/DWARF/DwarfGenerator.cpp,385,// TODO: Add support for other content descriptions - we currently only
llvm,./llvm-project/llvm/unittests/DebugInfo/DWARF/DWARFDebugLineTest.cpp,325,// TODO: Add tests that show that the body of the programs have been read
llvm,./llvm-project/llvm/unittests/XRay/FDRBlockIndexerTest.cpp,78,// FIXME: Support indexing V2 and V1 blocks.
llvm,./llvm-project/llvm/unittests/XRay/ProfileTest.cpp,261,// FIXME: Add a test creating a Trace and generating a Profile
llvm,./llvm-project/llvm/unittests/XRay/ProfileTest.cpp,262,// FIXME: Add tests for ranking/sorting profile blocks by dimension
llvm,./llvm-project/llvm/utils/TableGen/DecoderTableEmitter.cpp,152,"// TODO: Single-child CheckAny node should be optimized out. For now,"
llvm,./llvm-project/llvm/utils/TableGen/DecoderTableEmitter.cpp,179,// TODO: Single-child CheckAll should be optimized out.
llvm,./llvm-project/llvm/utils/TableGen/DecoderTableEmitter.cpp,180,// TODO: Nested CheckAll nodes should be flattened.
llvm,./llvm-project/llvm/utils/TableGen/DecoderTableEmitter.cpp,181,// TODO: Sibling CheckAll and other Check* nodes should be merged together.
llvm,./llvm-project/llvm/utils/TableGen/RegisterInfoEmitter.cpp,751,// FIXME: This is the brute force approach. Compress the table similar to the
llvm,./llvm-project/llvm/utils/TableGen/TableGenBackends.h,49,// FIXME: Reorganize TableGen so that build dependencies can be more
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,28,/// FIXME: We'll probably want to eventually define a base
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,637,"// FIXME: If MemoryVT is set, we end up with 2 checks for the MMO size."
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,810,// FIXME: This should be part of addBuiltinPredicates(). If we add this at
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1197,// TODO: Handle both G_BUILD_VECTOR and G_BUILD_VECTOR_TRUNC We could
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1245,// TODO: 'imm' and 'fpimm' are the only nodes that need special treatment.
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1281,// TODO: All special cases are handled above. Remove this check and add
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1290,// TODO: Change this to assert and move to the beginning of the function.
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1295,// TODO: Remove this check and add CopyRenderer unconditionally.
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1296,// TODO: Handle nodes with multiple results (provided they can reach here).
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1362,// TODO: Fail to import if GISDNodeXForm does not have RendererFn.
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1367,// FIXME: The node may not have a name and may be a leaf. It should be
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1396,// TODO: See the comment in importXFormNodeRenderer. We rely on the node
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1476,// TODO: Assert there's exactly one result.
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1552,// TODO: Do these checks in ParseDefaultOperands.
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1812,// FIXME: This may introduce an extra copy if the chosen class doesn't
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,1929,"// TODO: We only are trying to match the regbank, which we assume is the"
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,2117,"// FIXME: Long term, we don't want to have to rely on this implicit"
llvm,./llvm-project/llvm/utils/TableGen/GlobalISelEmitter.cpp,2464,// the difference between fp16 and bf16. FIXME: This can be removed once
llvm,./llvm-project/llvm/utils/TableGen/DAGISelMatcherGen.cpp,433,// TODO: This redundantly records nodes with both glues and chains.
llvm,./llvm-project/llvm/utils/TableGen/DAGISelMatcherGen.cpp,618,"// TODO: Complex patterns can't have output glues, if they did, we'd want"
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,268,"// FIXME: This is an oversimplification, they should only be related if they"
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,382,"// FIXME: We should be able to just return false here, as we only need a"
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,1336,// FIXME: diagnostic type.
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,1396,//  FIXME: Set diagnostic type.
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,1701,// FIXME: The tied operands checking is not yet integrated with the
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,1856,// FIXME: The long term goal is for the MCOperand list to not contain
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,2044,// FIXME: This is not an operand index in the CVT_Tied case
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,2127,// FIXME: Handle the operand number lookup for custom match functions.
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,2523,// FIXME: Use a more specific diagnostic type.
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,2569,"// TODO: If the instruction predicates can statically resolve which hwmode,"
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,2651,// TODO: Use something like SequenceToOffsetTable to allow sequences to
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,2818,// FIXME: Totally just a placeholder name to get the algorithm working.
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,2858,// FIXME: Allow AssemblerVariantName to be a comma separated list.
llvm,./llvm-project/llvm/utils/TableGen/AsmMatcherEmitter.cpp,3601,"// FIXME: We can reduce the size of this table very easily. First, we change"
llvm,./llvm-project/llvm/utils/TableGen/FastISelEmitter.cpp,822,// TODO: SignaturesWithConstantForms should be empty here.
llvm,./llvm-project/llvm/utils/TableGen/SubtargetEmitter.cpp,908,"// TODO: If ProcModel has a base model (previous generation processor),"
llvm,./llvm-project/llvm/utils/TableGen/SubtargetEmitter.cpp,968,"// TODO: If ProcModel has a base model (previous generation processor),"
llvm,./llvm-project/llvm/utils/TableGen/SubtargetEmitter.cpp,1218,// TODO: multiple use of the same resources would
llvm,./llvm-project/llvm/utils/TableGen/SubtargetEmitter.cpp,1731,"// FIXME: preferably, llvm-mca should instead assume a reasonable"
llvm,./llvm-project/llvm/utils/TableGen/PseudoLoweringEmitter.cpp,185,// FIXME: This pass currently can only expand a pseudo to a single
llvm,./llvm-project/llvm/utils/TableGen/PseudoLoweringEmitter.cpp,238,// FIXME: Instruction operands with defaults values (predicates and cc_out
llvm,./llvm-project/llvm/utils/TableGen/InstrInfoEmitter.cpp,469,// TODO: Factor out duplicate operand lists to compress the tables.
llvm,./llvm-project/llvm/utils/TableGen/X86FoldTablesEmitter.cpp,166,// FIXME: Could we share the code with CodeGenTarget::ComputeInstrsByEnum?
llvm,./llvm-project/llvm/utils/TableGen/DAGISelMatcherEmitter.cpp,1165,// FIXME: This should be const.
llvm,./llvm-project/llvm/utils/TableGen/DAGISelMatcherEmitter.cpp,1222,// FIXME: This should be const.
llvm,./llvm-project/llvm/utils/TableGen/DAGISelMatcherEmitter.cpp,1231,// FIXME: The node xform could take SDValue's instead of SDNode*'s.
llvm,./llvm-project/llvm/utils/TableGen/X86RecognizableInstr.cpp,131,// FIXME: Is there some better way to check for In64BitMode?
llvm,./llvm-project/llvm/utils/TableGen/X86RecognizableInstr.cpp,576,"// FIXME: In AVX, the register below becomes the one encoded"
llvm,./llvm-project/llvm/utils/TableGen/X86RecognizableInstr.cpp,622,"// FIXME: In AVX, the register below becomes the one encoded"
llvm,./llvm-project/llvm/utils/TableGen/X86RecognizableInstr.cpp,650,"// FIXME: In AVX, the register below becomes the one encoded"
llvm,./llvm-project/llvm/utils/TableGen/X86RecognizableInstr.cpp,702,"// FIXME: In AVX, the register below becomes the one encoded"
llvm,./llvm-project/llvm/utils/TableGen/DecoderEmitter.cpp,284,// TODO: Unfriend by providing the necessary accessors.
llvm,./llvm-project/llvm/utils/TableGen/DecoderEmitter.cpp,551,"// TODO: When InsnType is large, using uint64_t limits all fields to 64 bits"
llvm,./llvm-project/llvm/utils/TableGen/DecoderEmitter.cpp,1340,"// FIXME: Can't do `HwModeIDs.assign(BV.set_bits_begin(), BV.set_bits_end())`"
llvm,./llvm-project/llvm/utils/TableGen/DecoderEmitter.cpp,1393,// FIXME: This should take SoftFail field into account.
llvm,./llvm-project/llvm/utils/TableGen/DecoderEmitter.cpp,1436,// TODO: Should probably give a warning.
llvm,./llvm-project/llvm/utils/TableGen/DecoderEmitter.cpp,1464,// TODO: Should probably give a warning in these cases.
llvm,./llvm-project/llvm/utils/TableGen/DXILEmitter.cpp,199,// TODO: This is a hack. We need to rework how we're handling the set of
